STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
32,003,000517,1,320030005171,Block Group 1,G5030,S,326067,0,+36.1718310,-115.0758611
32,003,000517,3,320030005173,Block Group 3,G5030,S,339826,0,+36.1682013,-115.0758550
32,003,002201,1,320030022011,Block Group 1,G5030,S,410000,0,+36.1419161,-115.1778543
32,003,002201,3,320030022013,Block Group 3,G5030,S,2645113,0,+36.1349608,-115.1810600
32,003,002204,2,320030022042,Block Group 2,G5030,S,319346,0,+36.1355248,-115.1949423
32,003,002206,1,320030022061,Block Group 1,G5030,S,649857,0,+36.1300691,-115.1947089
32,003,002935,2,320030029352,Block Group 2,G5030,S,462057,0,+36.1176794,-115.2213843
32,003,002936,1,320030029361,Block Group 1,G5030,S,500760,0,+36.1175252,-115.2301470
32,003,002936,2,320030029362,Block Group 2,G5030,S,496530,0,+36.1224332,-115.2286707
32,003,002937,1,320030029371,Block Group 1,G5030,S,589693,0,+36.1417638,-115.2102133
32,003,002938,1,320030029381,Block Group 1,G5030,S,1946632,0,+36.1360379,-115.2196218
32,003,002939,1,320030029391,Block Group 1,G5030,S,1103684,0,+36.1366800,-115.2570818
32,003,002939,2,320030029392,Block Group 2,G5030,S,1514934,0,+36.1365929,-115.2482311
32,003,000527,3,320030005273,Block Group 3,G5030,S,257879,0,+36.1840164,-115.0918364
32,003,000528,2,320030005282,Block Group 2,G5030,S,193389,0,+36.1861187,-115.0888406
32,003,000518,1,320030005181,Block Group 1,G5030,S,532510,0,+36.1625345,-115.1018614
32,003,000518,3,320030005183,Block Group 3,G5030,S,512062,0,+36.1627949,-115.0895145
32,003,000518,4,320030005184,Block Group 4,G5030,S,402206,0,+36.1627884,-115.0831448
32,003,000519,1,320030005191,Block Group 1,G5030,S,350360,0,+36.1625217,-115.0778615
32,003,000519,3,320030005193,Block Group 3,G5030,S,597254,0,+36.1630661,-115.0664024
32,003,000600,1,320030006001,Block Group 1,G5030,S,261731,0,+36.1643269,-115.1276595
32,003,006700,3,320030067003,Block Group 3,G5030,S,233372,0,+36.1167267,-115.1615939
32,003,002403,1,320030024031,Block Group 1,G5030,S,209407,0,+36.1238837,-115.1480725
32,003,002404,2,320030024042,Block Group 2,G5030,S,129218,0,+36.1283416,-115.1437470
32,003,002405,1,320030024051,Block Group 1,G5030,S,365063,0,+36.1174479,-115.1517361
32,003,000105,1,320030001051,Block Group 1,G5030,S,1024366,0,+36.1705266,-115.1987632
32,003,002941,2,320030029412,Block Group 2,G5030,S,332974,0,+36.1016417,-115.2475954
32,003,002942,2,320030029422,Block Group 2,G5030,S,564525,0,+36.1035166,-115.2375324
32,003,002946,1,320030029461,Block Group 1,G5030,S,561941,0,+36.1226826,-115.2121612
32,003,002947,1,320030029471,Block Group 1,G5030,S,1658583,0,+36.1395309,-115.2340417
32,003,003247,1,320030032471,Block Group 1,G5030,S,338567,0,+36.2084773,-115.2623101
32,003,002501,1,320030025011,Block Group 1,G5030,S,1712487,0,+36.1251660,-115.1281415
32,003,002501,2,320030025012,Block Group 2,G5030,S,440329,0,+36.1177414,-115.1335854
32,003,005713,1,320030057131,Block Group 1,G5030,S,975363,0,+35.9357787,-115.0942179
32,003,002504,1,320030025041,Block Group 1,G5030,S,364065,0,+36.1052338,-115.1336971
32,003,002504,2,320030025042,Block Group 2,G5030,S,349056,0,+36.1034126,-115.1295583
32,003,002504,3,320030025043,Block Group 3,G5030,S,522385,0,+36.1038174,-115.1228675
32,003,002505,1,320030025051,Block Group 1,G5030,S,164158,0,+36.1092562,-115.1260007
32,003,002505,2,320030025052,Block Group 2,G5030,S,512188,0,+36.1116650,-115.1229981
32,003,002947,2,320030029472,Block Group 2,G5030,S,1678853,0,+36.1302194,-115.2339974
32,003,002949,2,320030029492,Block Group 2,G5030,S,506965,0,+36.1225472,-115.2377302
32,003,002953,2,320030029532,Block Group 2,G5030,S,288752,0,+36.1035565,-115.2590834
32,003,003218,1,320030032181,Block Group 1,G5030,S,525822,0,+36.2015678,-115.2962481
32,003,005103,4,320030051034,Block Group 4,G5030,S,698970,0,+36.0607984,-115.0799106
32,003,003218,2,320030032182,Block Group 2,G5030,S,548806,0,+36.2008012,-115.2887720
32,003,003213,1,320030032131,Block Group 1,G5030,S,792160,0,+36.2099175,-115.3167929
32,003,003214,2,320030032142,Block Group 2,G5030,S,705087,0,+36.2055387,-115.2830971
32,003,003215,1,320030032151,Block Group 1,G5030,S,335988,0,+36.2021893,-115.2780724
32,003,003215,3,320030032153,Block Group 3,G5030,S,419054,0,+36.1994302,-115.2685834
32,003,001003,2,320030010032,Block Group 2,G5030,S,704590,0,+36.1556593,-115.2120007
32,003,001003,3,320030010033,Block Group 3,G5030,S,622431,0,+36.1481564,-115.2124713
32,003,001004,1,320030010041,Block Group 1,G5030,S,551990,0,+36.1552111,-115.2035792
32,003,001004,2,320030010042,Block Group 2,G5030,S,667203,0,+36.1554023,-115.1952407
32,003,001004,3,320030010043,Block Group 3,G5030,S,331373,0,+36.1553105,-115.1884737
32,003,001004,5,320030010045,Block Group 5,G5030,S,401890,0,+36.1480901,-115.1970161
32,003,001004,6,320030010046,Block Group 6,G5030,S,247658,0,+36.1481699,-115.1924965
32,003,001005,2,320030010052,Block Group 2,G5030,S,1429070,0,+36.1626134,-115.1826033
32,003,002603,2,320030026032,Block Group 2,G5030,S,1034582,0,+36.1060116,-115.1462697
32,003,006800,3,320030068003,Block Group 3,G5030,S,678735,0,+36.0964597,-115.1449229
32,003,002506,1,320030025061,Block Group 1,G5030,S,321532,0,+36.1111909,-115.1353078
32,003,002954,2,320030029542,Block Group 2,G5030,S,229944,0,+36.1167671,-115.2038867
32,003,002956,1,320030029561,Block Group 1,G5030,S,2270502,0,+36.1087301,-115.2000036
32,003,002957,1,320030029571,Block Group 1,G5030,S,1341909,0,+36.0961055,-115.2701400
32,003,002957,2,320030029572,Block Group 2,G5030,S,1321531,0,+36.0960744,-115.2520109
32,003,000525,2,320030005252,Block Group 2,G5030,S,146933,0,+36.1820871,-115.1107884
32,003,000524,1,320030005241,Block Group 1,G5030,S,338592,0,+36.1792429,-115.1114146
32,003,000524,2,320030005242,Block Group 2,G5030,S,148223,0,+36.1756983,-115.1141266
32,003,000525,1,320030005251,Block Group 1,G5030,S,249483,0,+36.1857480,-115.1139249
32,003,000510,4,320030005104,Block Group 4,G5030,S,269165,0,+36.1779961,-115.1180713
32,003,003215,4,320030032154,Block Group 4,G5030,S,340801,0,+36.2005067,-115.2631703
32,003,003262,1,320030032621,Block Group 1,G5030,S,1588626,0,+36.1986031,-115.3351464
32,003,001006,2,320030010062,Block Group 2,G5030,S,671094,0,+36.1488900,-115.1861600
32,003,001006,3,320030010063,Block Group 3,G5030,S,912568,0,+36.1491273,-115.1776575
32,003,001100,2,320030011002,Block Group 2,G5030,S,322373,0,+36.1491393,-115.1571401
32,003,001100,3,320030011003,Block Group 3,G5030,S,358318,0,+36.1463661,-115.1610664
32,003,001200,1,320030012001,Block Group 1,G5030,S,467521,0,+36.1552883,-115.1442419
32,003,006800,1,320030068001,Block Group 1,G5030,S,204600,0,+36.0984661,-115.1394161
32,003,002707,2,320030027072,Block Group 2,G5030,S,730239,0,+36.0857637,-115.1228333
32,003,002708,1,320030027081,Block Group 1,G5030,S,163077,0,+36.0954597,-115.1346085
32,003,003001,1,320030030011,Block Group 1,G5030,S,402919,0,+36.1713817,-115.2373844
32,003,003001,2,320030030012,Block Group 2,G5030,S,363257,0,+36.1715966,-115.2290402
32,003,003001,3,320030030013,Block Group 3,G5030,S,316139,0,+36.1683748,-115.2278254
32,003,003001,4,320030030014,Block Group 4,G5030,S,252887,0,+36.1679413,-115.2382999
32,003,003003,1,320030030031,Block Group 1,G5030,S,513364,0,+36.1858463,-115.2555005
32,003,003003,3,320030030033,Block Group 3,G5030,S,715248,0,+36.1802532,-115.2523954
32,003,000109,3,320030001093,Block Group 3,G5030,S,346879,0,+36.1788933,-115.2194883
32,003,001200,2,320030012002,Block Group 2,G5030,S,725821,0,+36.1469717,-115.1441200
32,003,001200,3,320030012003,Block Group 3,G5030,S,625886,0,+36.1494860,-115.1510223
32,003,001300,1,320030013001,Block Group 1,G5030,S,279441,0,+36.1558405,-115.1304369
32,003,001300,2,320030013002,Block Group 2,G5030,S,442750,0,+36.1487031,-115.1302853
32,003,001300,3,320030013003,Block Group 3,G5030,S,367978,0,+36.1480756,-115.1357488
32,003,001300,5,320030013005,Block Group 5,G5030,S,375429,0,+36.1564506,-115.1364689
32,003,001401,1,320030014011,Block Group 1,G5030,S,599847,0,+36.1552068,-115.1164808
32,027,960100,1,320279601001,Block Group 1,G5030,S,5084941602,98980,+40.4217780,-117.7670524
32,027,960100,2,320279601002,Block Group 2,G5030,S,6418971721,63902291,+40.5272605,-118.7941258
32,003,002808,1,320030028081,Block Group 1,G5030,S,2950723,0,+36.0607819,-115.1114374
32,003,002808,2,320030028082,Block Group 2,G5030,S,1568136,0,+36.0659053,-115.0987580
32,003,002837,1,320030028371,Block Group 1,G5030,S,3110344,0,+36.0497806,-115.1695970
32,003,003005,1,320030030051,Block Group 1,G5030,S,350641,0,+36.1720300,-115.2551701
32,003,003005,2,320030030052,Block Group 2,G5030,S,324668,0,+36.1683174,-115.2556047
32,003,003005,4,320030030054,Block Group 4,G5030,S,309617,0,+36.1694099,-115.2446356
32,003,003006,1,320030030061,Block Group 1,G5030,S,388185,0,+36.1623684,-115.2581564
32,003,003006,2,320030030062,Block Group 2,G5030,S,438941,0,+36.1630987,-115.2523993
32,003,003006,3,320030030063,Block Group 3,G5030,S,540242,0,+36.1626762,-115.2457370
32,027,960100,4,320279601004,Block Group 4,G5030,S,2264751,0,+40.1742183,-118.4758212
32,003,003104,2,320030031042,Block Group 2,G5030,S,345181,0,+36.1865204,-115.2378110
32,003,000402,1,320030004021,Block Group 1,G5030,S,1082561,0,+36.1824139,-115.1296900
32,003,000700,4,320030007004,Block Group 4,G5030,S,357826,0,+36.1676193,-115.1351381
32,003,004602,2,320030046022,Block Group 2,G5030,S,466835,0,+36.2148904,-115.1035477
32,003,000510,3,320030005103,Block Group 3,G5030,S,340818,0,+36.1768739,-115.1225558
32,003,000522,2,320030005222,Block Group 2,G5030,S,227525,0,+36.1689702,-115.1107377
32,003,000521,4,320030005214,Block Group 4,G5030,S,219429,0,+36.1654796,-115.1181329
32,003,000109,1,320030001091,Block Group 1,G5030,S,400550,0,+36.1754216,-115.2174140
32,003,000103,1,320030001031,Block Group 1,G5030,S,286505,0,+36.1648077,-115.2373233
32,003,000103,2,320030001032,Block Group 2,G5030,S,310463,0,+36.1646954,-115.2285437
32,003,000103,4,320030001034,Block Group 4,G5030,S,366568,0,+36.1610752,-115.2287043
32,003,000106,2,320030001062,Block Group 2,G5030,S,664304,0,+36.1701536,-115.2195950
32,003,000107,1,320030001071,Block Group 1,G5030,S,542524,0,+36.1646526,-115.2149104
32,003,001402,2,320030014022,Block Group 2,G5030,S,560440,0,+36.1465432,-115.1212837
32,003,002811,1,320030028111,Block Group 1,G5030,S,830778,0,+36.0378074,-115.1228476
32,003,003103,2,320030031032,Block Group 2,G5030,S,417257,0,+36.1863375,-115.2289389
32,003,003104,1,320030031041,Block Group 1,G5030,S,448698,0,+36.1836127,-115.2402898
32,003,003103,1,320030031031,Block Group 1,G5030,S,340807,0,+36.1826689,-115.2288655
32,003,003102,1,320030031021,Block Group 1,G5030,S,324879,0,+36.1787901,-115.2275625
32,003,003102,4,320030031024,Block Group 4,G5030,S,399885,0,+36.1757859,-115.2378576
32,003,003102,2,320030031022,Block Group 2,G5030,S,320257,0,+36.1759529,-115.2297456
32,003,003642,1,320030036421,Block Group 1,G5030,S,2619137,0,+36.2250523,-115.1431647
32,003,004601,1,320030046011,Block Group 1,G5030,S,701431,0,+36.2208200,-115.1167016
32,005,001700,1,320050017001,Block Group 1,G5030,S,15005388,335193,+38.9981851,-119.9149637
32,003,000107,2,320030001072,Block Group 2,G5030,S,705909,0,+36.1611605,-115.2148962
32,003,000105,2,320030001052,Block Group 2,G5030,S,465319,0,+36.1649078,-115.1992098
32,003,000105,3,320030001053,Block Group 3,G5030,S,545014,0,+36.1611465,-115.1993382
32,003,000201,1,320030002011,Block Group 1,G5030,S,670000,0,+36.1847520,-115.1743624
32,003,000201,2,320030002012,Block Group 2,G5030,S,289435,0,+36.1792291,-115.1738439
32,003,000201,3,320030002013,Block Group 3,G5030,S,1226019,0,+36.1817800,-115.1657918
32,003,000203,4,320030002034,Block Group 4,G5030,S,332235,0,+36.1698565,-115.1631060
32,003,002905,4,320030029054,Block Group 4,G5030,S,1034983,0,+36.1538066,-115.2298538
32,003,001608,2,320030016082,Block Group 2,G5030,S,727478,0,+36.1421084,-115.0906984
32,003,000514,5,320030005145,Block Group 5,G5030,S,192534,0,+36.1753445,-115.0923043
32,003,004709,4,320030047094,Block Group 4,G5030,S,324234,0,+36.1923027,-115.0687061
32,003,004709,3,320030047093,Block Group 3,G5030,S,331936,0,+36.1939305,-115.0754619
32,003,001607,2,320030016072,Block Group 2,G5030,S,721536,0,+36.1271681,-115.0742100
32,003,001608,1,320030016081,Block Group 1,G5030,S,560961,0,+36.1363943,-115.0860647
32,003,001610,1,320030016101,Block Group 1,G5030,S,582396,0,+36.1547302,-115.0781906
32,003,001610,2,320030016102,Block Group 2,G5030,S,604142,0,+36.1477664,-115.0786514
32,003,002811,2,320030028112,Block Group 2,G5030,S,1587953,0,+36.0323011,-115.1264378
32,003,002814,1,320030028141,Block Group 1,G5030,S,1276360,0,+36.0204367,-115.1320666
32,003,002841,2,320030028412,Block Group 2,G5030,S,1112755,0,+36.0001950,-115.1592834
32,003,003204,1,320030032041,Block Group 1,G5030,S,826140,0,+36.2528322,-115.2748214
32,003,003204,3,320030032043,Block Group 3,G5030,S,414867,0,+36.2600244,-115.2662826
32,003,003204,5,320030032045,Block Group 5,G5030,S,1396240,0,+36.2516619,-115.2604842
32,003,000203,2,320030002032,Block Group 2,G5030,S,317456,0,+36.1685246,-115.1689107
32,003,000203,3,320030002033,Block Group 3,G5030,S,866583,0,+36.1625820,-115.1667566
32,003,000204,1,320030002041,Block Group 1,G5030,S,593877,0,+36.1563567,-115.1670224
32,003,000204,2,320030002042,Block Group 2,G5030,S,1144494,0,+36.1505849,-115.1665981
32,003,000301,1,320030003011,Block Group 1,G5030,S,642932,0,+36.1921117,-115.1474003
32,003,001611,2,320030016112,Block Group 2,G5030,S,663342,0,+36.1481274,-115.0698490
32,003,001706,1,320030017061,Block Group 1,G5030,S,1236967,0,+36.1185305,-115.1105687
32,003,001706,2,320030017062,Block Group 2,G5030,S,716372,0,+36.1191024,-115.0971064
32,003,001707,1,320030017071,Block Group 1,G5030,S,985867,0,+36.1260634,-115.1121213
32,003,006900,1,320030069001,Block Group 1,G5030,S,987997,0,+36.0832893,-115.1083920
32,003,006900,2,320030069002,Block Group 2,G5030,S,3013451,0,+36.0774522,-115.1041292
32,003,002821,1,320030028211,Block Group 1,G5030,S,1347109,0,+36.0782932,-115.0868973
32,003,002822,1,320030028221,Block Group 1,G5030,S,798804,0,+36.0975439,-115.0736035
32,003,002822,2,320030028222,Block Group 2,G5030,S,642834,0,+36.0931518,-115.0674389
32,003,003240,1,320030032401,Block Group 1,G5030,S,2492948,0,+36.2403102,-115.3061356
32,003,003241,2,320030032412,Block Group 2,G5030,S,323212,0,+36.2241866,-115.3015890
32,003,003241,3,320030032413,Block Group 3,G5030,S,343628,0,+36.2203772,-115.3017846
32,003,003242,1,320030032421,Block Group 1,G5030,S,1324216,0,+36.2445862,-115.2883077
32,003,003242,2,320030032422,Block Group 2,G5030,S,1332867,0,+36.2373334,-115.2883093
32,003,003222,2,320030032222,Block Group 2,G5030,S,610872,0,+36.1798185,-115.3235068
32,003,000301,2,320030003012,Block Group 2,G5030,S,2222471,0,+36.1711239,-115.1539122
32,003,000302,4,320030003024,Block Group 4,G5030,S,486345,0,+36.1926708,-115.1570554
32,003,000302,2,320030003022,Block Group 2,G5030,S,487325,0,+36.1877958,-115.1556982
32,003,000302,3,320030003023,Block Group 3,G5030,S,311981,0,+36.1830269,-115.1564995
32,003,000302,5,320030003025,Block Group 5,G5030,S,371000,0,+36.1792411,-115.1560723
32,003,001708,1,320030017081,Block Group 1,G5030,S,538051,0,+36.1263857,-115.1016070
32,003,001708,2,320030017082,Block Group 2,G5030,S,448562,0,+36.1255434,-115.0951833
32,003,001709,1,320030017091,Block Group 1,G5030,S,1024978,0,+36.1212675,-115.0880347
32,003,001710,1,320030017101,Block Group 1,G5030,S,854776,0,+36.1238878,-115.0812842
32,003,001710,2,320030017102,Block Group 2,G5030,S,600142,0,+36.1170958,-115.0754558
32,003,001711,1,320030017111,Block Group 1,G5030,S,704480,0,+36.1131200,-115.1099514
32,003,001712,1,320030017121,Block Group 1,G5030,S,853113,0,+36.1085355,-115.1110413
32,003,002824,1,320030028241,Block Group 1,G5030,S,925026,0,+36.0914341,-115.1143599
32,003,002824,2,320030028242,Block Group 2,G5030,S,616846,0,+36.0898810,-115.1053609
32,003,002826,1,320030028261,Block Group 1,G5030,S,553087,0,+36.0973443,-115.0871351
32,003,002826,2,320030028262,Block Group 2,G5030,S,868610,0,+36.0904290,-115.0863498
32,003,002827,1,320030028271,Block Group 1,G5030,S,532151,0,+36.0911264,-115.0794497
32,003,002827,2,320030028272,Block Group 2,G5030,S,558525,0,+36.0885234,-115.0729224
32,003,002828,1,320030028281,Block Group 1,G5030,S,3190154,0,+36.0334337,-115.1633581
32,003,003244,1,320030032441,Block Group 1,G5030,S,520895,0,+36.2217265,-115.2934283
32,003,003244,2,320030032442,Block Group 2,G5030,S,868256,0,+36.2227613,-115.2848680
32,003,003208,1,320030032081,Block Group 1,G5030,S,1705835,0,+36.2432988,-115.2688011
32,003,003208,2,320030032082,Block Group 2,G5030,S,1022403,0,+36.2365610,-115.2714157
32,003,003245,3,320030032453,Block Group 3,G5030,S,684943,0,+36.2295484,-115.2652284
32,003,000403,3,320030004033,Block Group 3,G5030,S,218548,0,+36.1688696,-115.1275975
32,003,000401,1,320030004011,Block Group 1,G5030,S,412181,0,+36.1786220,-115.1389090
32,003,001712,2,320030017122,Block Group 2,G5030,S,682235,0,+36.1037842,-115.1053897
32,003,001713,2,320030017132,Block Group 2,G5030,S,700264,0,+36.1039136,-115.0870808
32,003,001714,1,320030017141,Block Group 1,G5030,S,661092,0,+36.1112981,-115.0781305
32,003,001714,2,320030017142,Block Group 2,G5030,S,659509,0,+36.1039680,-115.0778404
32,003,001715,1,320030017151,Block Group 1,G5030,S,249769,0,+36.1052190,-115.0708631
32,003,001715,2,320030017152,Block Group 2,G5030,S,424950,0,+36.1031518,-115.0674928
32,003,001717,1,320030017171,Block Group 1,G5030,S,1384585,0,+36.1076998,-115.0962725
32,003,001718,2,320030017182,Block Group 2,G5030,S,395057,0,+36.1034850,-115.0566868
32,003,003246,3,320030032463,Block Group 3,G5030,S,648951,0,+36.2222322,-115.2649029
32,003,003210,1,320030032101,Block Group 1,G5030,S,519757,0,+36.2148189,-115.3234204
32,003,003210,2,320030032102,Block Group 2,G5030,S,632178,0,+36.2119737,-115.3291088
32,003,003210,3,320030032103,Block Group 3,G5030,S,439648,0,+36.2073535,-115.3355481
32,003,003210,4,320030032104,Block Group 4,G5030,S,448893,0,+36.2062832,-115.3267590
32,021,970700,2,320219707002,Block Group 2,G5030,S,216643085,134026,+38.5847586,-118.7684306
32,031,003106,2,320310031062,Block Group 2,G5030,S,443256,0,+39.5441912,-119.7199698
32,031,002208,2,320310022082,Block Group 2,G5030,S,1705311,0,+39.4298657,-119.7589461
32,003,003253,2,320030032532,Block Group 2,G5030,S,351555,0,+36.1683517,-115.2735606
32,003,003253,3,320030032533,Block Group 3,G5030,S,335186,0,+36.1683476,-115.2644119
32,003,003261,2,320030032612,Block Group 2,G5030,S,870161,0,+36.1627222,-115.2848095
32,003,003261,1,320030032611,Block Group 1,G5030,S,329292,0,+36.1645671,-115.2734282
32,031,002105,1,320310021051,Block Group 1,G5030,S,332912,0,+39.4916719,-119.7520108
32,031,002211,2,320310022112,Block Group 2,G5030,S,670958,0,+39.5010253,-119.7857350
32,031,003511,1,320310035111,Block Group 1,G5030,S,1260146,0,+39.6154937,-119.6915035
32,029,970200,1,320299702001,Block Group 1,G5030,S,349601048,1178615,+39.5188996,-119.5017032
32,029,970200,2,320299702002,Block Group 2,G5030,S,281792150,702410,+39.3753615,-119.5332082
32,007,951500,3,320079515003,Block Group 3,G5030,S,7505573195,7280967,+40.9569064,-114.3734540
32,007,951500,4,320079515004,Block Group 4,G5030,S,431833,0,+40.7357083,-114.0782054
32,007,951500,1,320079515001,Block Group 1,G5030,S,1090568,0,+40.7315355,-114.0799665
32,007,950701,3,320079507013,Block Group 3,G5030,S,1136415,0,+40.8497735,-115.7882995
32,007,951401,2,320079514012,Block Group 2,G5030,S,3144593,0,+40.8023338,-115.6657776
32,007,951401,3,320079514013,Block Group 3,G5030,S,10974745,2586,+40.8057948,-115.6872217
32,031,002412,1,320310024121,Block Group 1,G5030,S,420740,0,+39.5449504,-119.8765209
32,031,003503,3,320310035033,Block Group 3,G5030,S,1262285,0,+39.6331337,-119.7222067
32,031,003511,2,320310035112,Block Group 2,G5030,S,1608198,87128,+39.6176016,-119.6850005
32,031,002705,2,320310027052,Block Group 2,G5030,S,7639957,0,+39.6148024,-119.7914494
32,003,003253,1,320030032531,Block Group 1,G5030,S,1165033,0,+36.1718405,-115.2817009
32,003,003254,1,320030032541,Block Group 1,G5030,S,738700,0,+36.1759241,-115.2688099
32,003,003254,2,320030032542,Block Group 2,G5030,S,507702,0,+36.1720567,-115.2666363
32,031,003106,6,320310031066,Block Group 6,G5030,S,402082,0,+39.5474960,-119.7217375
32,031,003106,5,320310031065,Block Group 5,G5030,S,432813,0,+39.5516513,-119.7243070
32,031,002411,2,320310024112,Block Group 2,G5030,S,869397,0,+39.5234622,-119.8705855
32,031,001901,3,320310019013,Block Group 3,G5030,S,564855,0,+39.5371752,-119.7696699
32,005,001400,1,320050014001,Block Group 1,G5030,S,2603753,0,+38.9631843,-119.7615210
32,005,001500,2,320050015002,Block Group 2,G5030,S,2945733,0,+38.9473379,-119.7449883
32,005,001100,1,320050011001,Block Group 1,G5030,S,2022004,0,+38.8834704,-119.7322093
32,005,002500,1,320050025001,Block Group 1,G5030,S,303688995,4093239,+38.6702583,-119.3853858
32,005,001700,2,320050017002,Block Group 2,G5030,S,1597010,272686,+38.9704869,-119.9474231
32,031,001802,2,320310018022,Block Group 2,G5030,S,418064,0,+39.5404993,-119.7845493
32,031,001101,2,320310011012,Block Group 2,G5030,S,846060,0,+39.5091347,-119.8428363
32,031,001011,2,320310010112,Block Group 2,G5030,S,3553548,0,+39.4255954,-119.7729337
32,031,001104,1,320310011041,Block Group 1,G5030,S,1174085,0,+39.4838462,-119.8433463
32,005,001000,1,320050010001,Block Group 1,G5030,S,2976112,0,+38.9099672,-119.7364538
32,005,001100,3,320050011003,Block Group 3,G5030,S,376573,0,+38.8952460,-119.7377537
32,005,001300,1,320050013001,Block Group 1,G5030,S,94420399,15968,+38.9205917,-119.8259356
32,005,001200,1,320050012001,Block Group 1,G5030,S,1247642,0,+38.9086506,-119.7506471
32,005,002100,1,320050021001,Block Group 1,G5030,S,6806152,281,+39.0937658,-119.7660256
32,031,002703,2,320310027032,Block Group 2,G5030,S,1598667,0,+39.5692869,-119.7961400
32,031,002704,1,320310027041,Block Group 1,G5030,S,1825871,0,+39.5842041,-119.7708109
32,031,002901,3,320310029013,Block Group 3,G5030,S,450584,0,+39.5615730,-119.7483194
32,005,002000,1,320050020001,Block Group 1,G5030,S,6714818,0,+39.1016655,-119.7929155
32,005,001000,2,320050010002,Block Group 2,G5030,S,2478779,0,+38.9063245,-119.7233534
32,031,003203,2,320310032032,Block Group 2,G5030,S,7388972,0,+39.3713522,-119.8250245
32,031,001103,3,320310011033,Block Group 3,G5030,S,2110479,0,+39.4803625,-119.8560196
32,031,002707,2,320310027072,Block Group 2,G5030,S,974759,0,+39.5945974,-119.7663497
32,031,980000,1,320319800001,Block Group 1,G5030,S,10304416,0,+39.5028277,-119.7652400
32,031,003503,1,320310035031,Block Group 1,G5030,S,10012341,0,+39.6018165,-119.7398995
32,031,003109,2,320310031092,Block Group 2,G5030,S,1327615,16606,+39.5553858,-119.6957209
32,031,003501,1,320310035011,Block Group 1,G5030,S,11819406415,40234135,+41.0037180,-119.6672851
32,031,003306,2,320310033062,Block Group 2,G5030,S,884546,148537,+39.2439666,-119.9579639
32,031,980200,1,320319802001,Block Group 1,G5030,S,70347920,0,+39.5919080,-119.9235145
32,031,000202,3,320310002023,Block Group 3,G5030,S,335746,0,+39.5207794,-119.8065157
32,031,000202,1,320310002021,Block Group 1,G5030,S,248738,0,+39.5266179,-119.8054342
32,031,002705,3,320310027053,Block Group 3,G5030,S,2991335,0,+39.5943961,-119.7952567
32,031,002707,1,320310027071,Block Group 1,G5030,S,2852649,0,+39.5979412,-119.7527289
32,031,003508,2,320310035082,Block Group 2,G5030,S,1025760,0,+39.5798009,-119.7210099
32,031,002106,1,320310021061,Block Group 1,G5030,S,358495,0,+39.4879180,-119.7536644
32,031,001400,2,320310014002,Block Group 2,G5030,S,184027,0,+39.5357405,-119.8199528
32,023,960200,1,320239602001,Block Group 1,G5030,S,7704272527,4386983,+38.1235057,-116.6775170
32,023,960100,1,320239601001,Block Group 1,G5030,S,5775331558,7938048,+38.7406904,-117.5645128
32,031,001015,4,320310010154,Block Group 4,G5030,S,1698870,0,+39.4795823,-119.8225788
32,031,002613,1,320310026131,Block Group 1,G5030,S,11995764,0,+39.7035549,-119.9891827
32,031,001501,4,320310015014,Block Group 4,G5030,S,544403,0,+39.5521608,-119.8031933
32,031,002703,1,320310027031,Block Group 1,G5030,S,3494093,0,+39.5804368,-119.7898861
32,031,001701,2,320310017012,Block Group 2,G5030,S,558384,0,+39.5482811,-119.7925889
32,023,960300,1,320239603001,Block Group 1,G5030,S,2291054345,215380,+36.7057155,-116.5212638
32,031,003511,3,320310035113,Block Group 3,G5030,S,1862742,0,+39.6305386,-119.6861870
32,031,001105,3,320310011053,Block Group 3,G5030,S,1733985,0,+39.4995145,-119.8477465
32,031,001014,1,320310010141,Block Group 1,G5030,S,743851,13581,+39.4698502,-119.8152980
32,031,002615,2,320310026152,Block Group 2,G5030,S,626145,0,+39.6293742,-119.8673364
32,031,003508,1,320310035081,Block Group 1,G5030,S,3602793,0,+39.5756381,-119.7353627
32,031,002901,2,320310029012,Block Group 2,G5030,S,509830,0,+39.5599611,-119.7372979
32,031,003105,1,320310031051,Block Group 1,G5030,S,946084,0,+39.5650448,-119.7298558
32,031,003510,1,320310035101,Block Group 1,G5030,S,555022,0,+39.5902962,-119.7311702
32,031,002611,1,320310026111,Block Group 1,G5030,S,5817296,3321616,+39.6499576,-119.8443248
32,031,002104,1,320310021041,Block Group 1,G5030,S,4002080,0,+39.4839344,-119.7271988
32,031,002208,1,320310022081,Block Group 1,G5030,S,680995,0,+39.4342684,-119.7472630
32,031,001010,2,320310010102,Block Group 2,G5030,S,591265,0,+39.4126842,-119.7567760
32,031,001011,1,320310010111,Block Group 1,G5030,S,3939888,0,+39.4115977,-119.7752396
32,031,001010,1,320310010101,Block Group 1,G5030,S,3472457,0,+39.3987203,-119.7774380
32,031,002612,4,320310026124,Block Group 4,G5030,S,942902,0,+39.6820914,-119.9721748
32,031,002612,3,320310026123,Block Group 3,G5030,S,834251,0,+39.6741166,-119.9673976
32,031,003308,3,320310033083,Block Group 3,G5030,S,6560556,4142,+39.2597555,-119.9968849
